cycle,time,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,class
23,15,20.907137,-2.831004,-12.046713,-9.984983,6.456015,-4.71417,1
23,16,25.920994,-12.407305,17.475288,21.82101,-14.576638,-21.693169,1
23,17,15.044741,18.38084,1.677381,-0.452773,-2.048133,5.965954,1
23,18,15.044741,18.38084,1.677381,-0.452773,-2.048133,5.965954,1
23,19,12.252438,4.255193,-5.419729,-7.412166,-2.815185,-3.611533,1
23,20,10.785581,-19.279087,-7.501154,-0.628556,-0.130505,-3.37183,1
23,21,-0.696872,-11.70709,-0.231549,-2.298491,0.468754,-1.203844,1
23,22,-2.170252,-5.195002,-5.98926,0.106535,2.405026,1.275755,1
23,23,-1.922714,-4.051597,-3.60338,0.836299,2.381055,1.291736,1
23,24,1.379642,-5.01404,1.793034,1.843054,2.117381,0.748408,1
23,25,2.1008,-1.513691,-2.638685,2.082757,1.614004,0.167792,1
23,26,1.471801,-1.452421,-6.233801,1.944262,1.363647,-0.149149,1
23,27,2.096888,0.040817,-1.976821,2.341105,0.791022,-0.700467,1
23,28,2.788049,-2.5989,-1.00405,0.601922,0.202416,-1.115953,1
23,29,1.914846,-2.369588,-1.970735,-0.157139,-0.22106,0.173119,1
24,0,1.338143,-0.839564,-0.830268,0.143822,-0.143822,-0.061258,0
24,1,0.776796,-5.604052,-2.109663,-0.988111,1.09731,-1.645964,0
24,2,-3.325133,0.716997,-3.943303,-0.399506,1.78446,-1.294399,0
24,3,-2.237288,0.363933,-0.798198,-1.230478,2.098738,-1.337013,0
24,4,-2.982976,-0.995434,9.48844,-2.191956,1.667271,-0.460763,0
24,5,-2.982976,-0.995434,9.48844,-2.191956,1.667271,-0.460763,0
24,6,4.633515,-3.017183,-0.742155,2.357085,1.909638,0.396843,0
24,7,4.633515,-3.017183,-0.742155,2.357085,1.909638,0.396843,0
24,8,4.924228,-7.78859,-5.072654,0.071911,3.755355,0.378199,0
24,9,4.924228,-7.78859,-5.072654,0.071911,3.755355,0.378199,0
24,10,3.280526,-3.817869,-7.419482,-3.611533,6.607827,4.035009,0
24,11,7.123565,7.89822,-15.032827,-2.088084,9.263209,6.722353,0
24,12,21.476622,-26.350588,-12.75913,-10.038251,-5.747558,-14.464776,0
24,13,26.333202,21.642654,-26.430449,29.217197,-3.989732,-4.232099,0
24,14,16.802656,-7.578823,13.470245,-6.978036,-2.538194,-5.726251,0
24,15,14.202974,-13.050407,5.207139,2.572818,0.061258,1.014745,0
24,16,3.492611,-0.478353,-1.438122,1.243795,1.017408,1.163894,0
24,17,0.697901,6.938926,-4.286104,0.937507,1.512796,1.717875,0
24,18,3.606746,1.015258,-8.895938,0.061258,1.185201,1.470182,0
24,19,3.696526,-1.666372,-3.586533,-2.191956,0.178446,-0.101208,0
24,20,1.955553,-3.168308,0.355207,-2.032153,-0.085228,-0.958814,0
24,21,-0.062545,0.691975,-1.195509,-1.259775,-0.050604,-0.106535,0
24,22,1.431889,0.034245,-0.061718,0.894893,-0.125179,0.151812,0
24,23,2.379176,-4.94151,5.267768,1.712549,0.018644,0.455437,0
24,24,3.013738,2.440052,-0.620063,3.16675,0.729764,1.313043,0
24,25,6.495174,-4.466245,-2.306033,2.73262,0.759061,0.940171,0
24,26,4.476932,0.984825,-5.215021,2.066777,0.65519,0.972131,0
24,27,2.125322,1.856757,-0.905198,2.69267,0.378199,0.812329,0
24,28,3.957252,-4.179987,-1.648943,1.544756,0.01598,0.6472,0
24,29,1.091347,-1.606919,-1.820716,0.873586,0.077238,0.218397,0
25,0,-3.361841,-5.520849,-0.68752,-1.009418,-0.095881,0.303624,2
25,1,8.664937,-1.241593,-10.862685,1.970896,2.27452,3.520979,2
25,2,11.071781,0.474744,-9.345978,0.050604,-1.922955,0.809665,2
25,3,13.805465,17.437763,-17.652542,-12.595089,-2.002856,-7.017987,2
25,4,15.635371,-21.085938,-24.257408,-8.82109,6.828887,-15.945611,2
25,5,18.43863,21.072084,-11.267755,-12.464583,4.586328,-4.461149,2
25,6,12.813206,1.499188,-11.092409,0.133169,3.789979,1.558073,2
25,7,8.025857,-0.825715,-9.005658,1.821747,2.125371,0.149149,2
25,8,4.645606,-5.956903,-5.176115,1.914965,-0.189099,-1.142587,2
25,9,2.678475,-6.551132,-1.826286,1.888331,-0.910873,-1.547419,2
25,10,6.923145,-7.511042,-1.043529,2.080094,-2.146678,-1.190528,2
25,11,5.345433,-7.836177,-1.830303,1.464855,-2.620759,-0.767051,2
25,12,2.987508,-3.84282,6.933687,1.057359,-3.281275,-0.412823,2
25,13,1.84734,-3.416277,7.024973,1.768479,-2.572818,0.021307,2
25,14,0.450845,-3.904968,3.647538,0.367545,-1.731192,-0.181109,2
25,15,1.410912,-2.377878,3.737995,0.484734,-1.230478,-0.101208,2
25,16,-1.030719,0.703719,4.142268,0.625893,-0.420813,0.045277,2
25,17,-1.543445,0.255355,5.533211,0.503377,-0.367545,-0.234377,2
25,18,-0.959609,1.389565,6.13671,0.383526,-0.061258,-0.074574,2
25,19,-2.074409,2.951192,4.3156,0.447447,0.43413,0.189099,2
25,20,-1.158305,3.168512,2.390976,-0.362219,0.340912,0.841626,2
25,21,-1.468582,4.783899,2.592216,0.623229,0.599259,1.270429,2
25,22,-1.637519,10.113204,1.392356,-2.279847,0.809665,1.102636,2
25,23,-1.637519,10.113204,1.392356,-2.279847,0.809665,1.102636,2
25,24,2.402704,7.368196,0.220053,-0.492724,0.250357,0.269001,2
25,25,2.402704,7.368196,0.220053,-0.492724,0.250357,0.269001,2
25,26,0.578262,5.138986,-0.47213,-0.47408,-0.716447,-0.777705,2
25,27,6.1286,-1.01899,-2.572195,2.993631,1.454202,1.720539,2
25,28,7.151856,0.384572,-5.896137,2.128035,2.120045,2.543521,2
25,29,7.151856,0.384572,-5.896137,2.128035,2.120045,2.543521,2
26,0,-2.693829,-1.254568,-0.06961,-0.157139,0.649863,0.6472,1
26,1,-3.663364,-13.411119,12.81266,0.956151,3.797969,2.343768,1
26,2,15.444509,-1.321973,-10.981752,1.773806,1.851044,-0.042614,1
26,3,15.444509,-1.321973,-10.981752,1.773806,1.851044,-0.042614,1
26,4,11.729574,1.018168,4.591405,-3.659474,0.098545,1.265102,1
26,5,17.749298,13.450871,-7.598179,-3.294592,12.776198,6.948739,1
26,6,18.47178,-9.535366,-16.929142,-4.141544,-2.96966,-31.23337,1
26,7,21.986387,10.487324,-16.429222,-13.665765,-2.51156,15.713898,1
26,8,11.780857,-6.275207,13.674156,-5.510518,0.918864,0.178446,1
26,9,11.049152,5.683237,15.056585,-2.884433,-3.078859,-0.037287,1
26,10,-8.122195,-1.948943,-2.223062,-0.89223,1.432895,-0.186436,1
26,11,-8.915874,1.071158,-1.619929,0.311615,0.002663,1.323696,1
26,12,-9.964015,0.649821,-2.204188,0.463427,0.644536,1.35033,1
26,13,12.300337,-9.256977,2.054678,-0.652526,-0.340912,-1.859034,1
26,14,11.34826,3.699347,9.095461,-0.657853,-1.685915,-1.102636,1
26,15,-0.152154,7.14473,-0.291591,1.227815,0.767051,1.337013,1
26,16,-6.59142,3.297816,-3.170647,2.532867,1.478172,0.801675,1
26,17,-4.917199,0.71656,-4.425967,1.752499,0.743081,-0.173119,1
26,18,-1.679445,0.975897,-1.4397,-3.16675,-0.010653,0.085228,1
26,19,9.958466,-5.31832,5.139029,1.456865,1.238468,2.159995,1
26,20,9.958466,-5.31832,5.139029,1.456865,1.238468,2.159995,1
26,21,4.600029,1.107952,-7.632102,4.33597,-0.641873,3.781989,1
26,22,4.080778,-1.634898,-5.190118,2.466283,-0.684487,2.551511,1
26,23,3.53866,0.181979,-5.982956,-0.519358,-0.186436,-0.239704,1
26,24,4.718613,4.317655,-8.646328,-2.223916,-0.945497,-2.346431,1
26,25,6.849402,4.854525,-8.021975,-2.090747,-3.294592,-4.498437,1
26,26,10.195242,-9.157663,-1.128908,-4.330644,-3.249315,-5.585092,1
26,27,10.195242,-9.157663,-1.128908,-4.330644,-3.249315,-5.585092,1
26,28,-2.499043,-5.831821,1.572806,-0.439456,-0.591269,-1.8324,1
26,29,-2.499043,-5.831821,1.572806,-0.439456,-0.591269,-1.8324,1
27,0,0.306503,0.660662,-0.348458,-0.308951,0.319605,-1.227815,1
27,1,-0.151245,-7.176358,-3.590029,0.865596,0.540665,-1.701895,1
27,2,-3.985566,-5.125757,-2.771845,1.755163,0.854943,-1.406261,1
27,3,-7.267709,0.429891,3.734931,-0.359555,-0.814992,-0.058594,1
27,4,-7.267709,0.429891,3.734931,-0.359555,-0.814992,-0.058594,1
27,5,-7.267709,0.429891,3.734931,-0.359555,-0.814992,-0.058594,1
27,6,-7.267709,0.429891,3.734931,-0.359555,-0.814992,-0.058594,1
27,7,-11.321381,-4.400359,14.472829,1.896321,2.620759,1.044042,1
27,8,3.252114,2.572477,-2.248735,-2.884433,1.174547,2.016173,1
27,9,17.214447,-7.492438,-4.355738,-4.402555,7.060601,2.096074,1
27,10,15.547554,13.160797,-12.643782,-4.647585,14.105221,0.620566,1
27,11,29.37761,19.170235,-20.123423,34.868874,-21.320297,5.625043,1
27,12,18.342285,3.053936,3.983588,-6.498629,-1.408924,7.212413,1
27,13,13.978879,-2.677093,12.633162,-7.801018,0.03196,2.138688,1
27,14,9.389525,3.328611,9.132711,-3.568919,-0.066584,2.410352,1
27,15,-4.80849,0.637461,-2.892901,0.135832,1.166557,1.126607,1
27,16,-5.296201,2.013434,-6.135732,1.009418,1.115953,1.531439,1
27,17,4.905102,-11.466501,0.656041,1.483499,-0.431466,-0.487397,1
27,18,9.318188,-9.923349,-5.217929,-0.673833,1.875014,0.207743,1
27,19,2.359923,1.907848,-6.985314,0.215733,0.101208,2.104064,1
27,20,0.007305,5.160458,-5.882974,1.017408,0.340912,2.239896,1
27,21,1.062007,2.079117,-5.195528,1.305053,0.862933,1.451538,1
27,22,1.062007,2.079117,-5.195528,1.305053,0.862933,1.451538,1
27,23,-3.056984,5.236606,-3.040938,-1.414251,-0.764388,-1.797777,1
27,24,-3.056984,5.236606,-3.040938,-1.414251,-0.764388,-1.797777,1
27,25,-1.851619,-1.682609,2.112386,0.410159,-0.615239,-2.04547,1
27,26,2.631641,-3.222032,4.298791,0.111862,-0.045277,-2.088084,1
27,27,-3.971879,-1.884839,-1.582692,-1.36631,0.854943,-0.372872,1
27,28,-2.319073,0.055119,1.19167,-1.012082,-0.242367,0.591269,1
27,29,0.69288,1.706591,0.152091,0.388852,0.799012,0.854943,1
28,0,0.71409,2.462135,0.127135,0.580615,-0.170456,0.23704,3
28,1,6.639796,-2.641862,-14.098004,-5.02312,-1.864361,-2.322461,3
28,2,11.832957,-10.382519,-16.512453,-4.370595,-1.797777,-1.187864,3
28,3,23.110697,-6.44976,15.599806,8.959585,-8.826417,9.617438,3
28,4,23.110697,-6.44976,15.599806,8.959585,-8.826417,9.617438,3
28,5,27.317024,3.650972,-2.606135,3.15077,-2.077431,10.208707,3
28,6,19.655685,4.658046,-4.383782,1.307716,0.889566,5.86741,3
28,7,7.945704,5.879689,-3.027301,0.902883,-0.258347,1.704558,3
28,8,1.076849,1.222322,-1.07771,0.242367,-1.504805,-1.584707,3
28,9,7.713882,-11.092362,-2.863215,-1.504805,-2.034817,-5.390666,3
28,10,5.8532,-9.199657,3.653508,0.732428,-2.042807,-5.918014,3
28,11,4.958452,-2.309233,3.76812,-0.269001,-2.333114,-5.529162,3
28,12,5.682303,-6.436342,2.574145,-1.414251,-2.841819,-4.940556,3
28,13,2.74361,-4.956835,0.726458,-2.394372,-2.697996,-4.085614,3
28,14,0.462015,-3.66593,2.83354,-2.476937,-1.273092,-3.092176,3
28,15,-0.236994,-1.410325,1.445006,-2.666036,-0.399506,-2.634075,3
28,16,-3.218248,0.228446,0.587715,-1.614004,-0.356892,-1.270429,3
28,17,-1.592829,-0.820108,2.629519,-0.89223,-0.982784,-1.427568,3
28,18,-1.110109,-0.297956,2.003083,-1.536766,-0.468754,-0.615239,3
28,19,1.777806,-1.806889,1.163925,-1.542093,-0.796348,-0.540665,3
28,20,1.395632,-1.881428,-0.781345,0.343575,-0.444783,0.085228,3
28,21,1.188722,-0.844999,-1.534655,0.609912,-0.098545,0.428803,3
28,22,-1.222802,0.053758,-2.580117,1.033389,0.332922,0.490061,3
28,23,1.683739,-0.364477,-1.836507,0.410159,0.708457,0.207743,3
28,24,0.139805,1.304916,-2.974828,-0.735091,0.354229,0.423476,3
28,25,0.538403,1.466256,-0.700991,1.406261,0.170456,-0.183773,3
28,26,0.455862,-1.184387,-1.230354,-2.191956,0.290308,0.282318,3
28,27,0.02215,-0.219359,-1.342819,0.22905,0.117188,0.165129,3
28,28,0.02215,-0.219359,-1.342819,0.22905,0.117188,0.165129,3
28,29,0.182375,-0.133824,-0.603614,-0.897557,0.119852,0.071911,3
29,0,-2.204474,-4.224816,-1.844447,0.159802,-0.665843,-0.585942,2
29,1,15.773047,9.274172,-11.006346,-2.90574,-3.720732,1.614004,2
29,2,13.340351,-7.610316,-21.722975,-7.843632,3.193384,-14.28633,2
29,3,16.151655,14.704129,8.868351,-5.22021,9.572161,-7.143165,2
29,4,18.536232,2.069542,-2.192663,-11.138224,9.185972,1.992203,2
29,5,18.536232,2.069542,-2.192663,-11.138224,9.185972,1.992203,2
29,6,16.609932,5.762823,-9.638236,1.486162,2.644729,4.434516,2
29,7,9.265219,3.970305,-8.690494,3.518315,1.201181,2.064114,2
29,8,5.992277,-0.048603,-6.137119,3.318562,-1.34234,-1.041379,2
29,9,7.996313,-3.754117,-4.176206,2.391709,-3.070869,-2.458293,2
29,10,10.681492,-7.77535,-5.636189,1.616667,-3.773999,-2.125371,2
29,11,6.727284,-6.942014,2.250814,-0.977458,-4.897942,-1.297062,2
29,12,4.389885,-7.064093,6.818539,0.119852,-3.675454,-1.859034,2
29,13,1.560766,-3.162739,0.499932,1.795113,-1.664608,-0.743081,2
29,14,1.381523,-0.421608,-1.870725,1.656618,-0.905547,0.082565,2
29,15,-0.778526,-0.738432,-0.621432,2.383719,-0.862933,-0.042614,2
29,16,-1.928751,0.20905,-0.925552,0.050604,-0.463427,-0.487397,2
29,17,-2.697124,1.168049,-1.433027,0.298298,-0.23704,-0.964141,2
29,18,0.939582,1.519394,-2.342087,0.487397,-0.631219,-2.034817,2
29,19,3.237044,4.466667,-1.385772,-0.292971,-0.67117,-0.764388,2
29,20,-3.064433,7.357807,-1.676156,0.729764,-0.103872,0.745744,2
29,21,1.733817,7.178982,-0.915938,-0.053267,0.0,0.48207,2
29,22,1.679331,8.134951,-1.951725,-0.061258,0.0,1.443548,2
29,23,3.722937,7.689928,-0.840217,2.215926,0.551318,1.736519,2
29,24,8.962543,5.942649,-5.190451,0.985448,1.371637,2.042807,2
29,25,9.540336,5.613329,-6.399508,1.299726,0.93218,2.25055,2
29,26,5.315426,0.040995,-1.253751,2.52754,0.846953,1.217161,2
29,27,8.254178,-2.438922,-4.244924,0.783032,0.090555,1.456865,2
29,28,6.418378,-2.009717,-4.388764,1.294399,0.005327,1.190528,2
29,29,3.331495,-1.493081,-4.644086,1.84039,0.101208,1.38229,2
30,0,-4.058799,-4.034115,-0.155369,-0.553982,1.211835,-0.479407,0
30,1,2.10442,0.452668,-1.445448,-0.860269,-0.47408,-0.239704,0
30,2,0.850585,0.082145,0.443553,-0.021307,-0.540665,-0.231713,0
30,3,-0.524673,-0.587745,0.081977,-0.585942,-0.617902,-0.079901,0
30,4,0.079082,0.670759,1.141192,0.175783,-0.359555,0.165129,0
30,5,1.129252,0.076216,5.450492,0.921527,-1.014745,0.759061,0
30,6,4.149364,-2.640846,2.010774,-0.92419,-3.936465,1.803103,0
30,7,-6.418139,-5.068445,-4.867004,4.208129,-11.321997,5.989925,0
30,8,-16.906921,-11.03424,-15.651521,3.899177,-13.36214,-0.135832,0
30,9,-28.71814,19.996851,-17.08126,-29.872387,27.00127,-6.197668,0
30,10,-21.924702,25.84858,-17.1562,9.268537,0.109198,15.127956,0
30,11,-11.05165,-0.377413,1.473161,8.101979,-0.343575,6.011232,0
30,12,-9.875697,1.917001,4.724999,-1.049369,2.218589,2.801868,0
30,13,-3.528947,-4.22856,4.885506,0.772378,-0.431466,1.259775,0
30,14,-0.606009,-1.891722,-3.359265,-0.639209,-2.769908,-1.446211,0
30,15,-2.435867,1.932823,-1.5262,-2.357085,-2.458293,-2.293164,0
30,16,-1.719205,3.207718,-4.332956,-1.930945,-2.91373,-1.5634,0
30,17,0.543726,2.731708,-4.146188,-2.042807,-1.82441,-1.352993,0
30,18,2.099471,-2.2742,-1.868764,-0.607249,-1.046705,-1.198518,0
30,19,2.156228,-2.493301,1.329537,-0.711121,-0.545991,-0.399506,0
30,20,0.265499,-1.079284,0.355555,-0.324931,-0.23704,-0.202416,0
30,21,0.265499,-1.079284,0.355555,-0.324931,-0.23704,-0.202416,0
30,22,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,23,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,24,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,25,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,26,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,27,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,28,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
30,29,-4.971165,-5.280747,1.087518,0.394179,2.327788,-0.021307,0
31,0,-0.108107,0.79945,0.772173,-0.013317,-0.053267,-0.287644,1
31,1,4.973278,-2.80367,-3.346607,1.592697,0.378199,-0.945497,1
31,2,1.181158,-3.093719,-6.995264,1.438221,-0.034624,-0.926854,1
31,3,-1.893015,-1.686749,-4.629456,-0.799012,-0.154476,-0.127842,1
31,4,-13.36145,-7.628262,12.033613,-2.231906,1.917628,1.448875,1
31,5,-4.248398,10.361725,3.936902,0.375536,2.964334,1.262439,1
31,6,20.46626,-3.068655,-0.90157,-2.314471,0.396843,-0.543328,1
31,7,13.695476,3.168228,-8.557257,-4.431852,10.312578,4.133554,1
31,8,15.102797,13.310918,-13.571109,0.777705,16.712664,-8.642644,1
31,9,26.323359,-25.629444,-14.871473,9.05813,9.71332,19.549154,1
31,10,15.070362,4.881329,16.94733,-6.171034,-3.235998,3.246651,1
31,11,5.197025,-21.37853,11.009568,-8.040722,-1.15324,-1.131933,1
31,12,12.036342,4.214231,6.891346,-1.712549,-1.14525,2.058787,1
31,13,-4.572012,0.473232,-5.569947,0.029297,0.111862,1.054696,1
31,14,-3.459898,1.701462,-4.484571,2.25055,-0.101208,2.253213,1
31,15,-2.197524,0.821225,0.256493,2.596788,1.331686,2.120045,1
31,16,-2.197524,0.821225,0.256493,2.596788,1.331686,2.120045,1
31,17,0.186241,2.739904,-3.08102,0.079901,0.19709,2.727294,1
31,18,1.260304,0.850601,-3.068713,0.41815,-0.727101,1.821747,1
31,19,-0.192309,-1.941382,-1.5333,1.707222,-0.202416,0.743081,1
31,20,-0.192309,-1.941382,-1.5333,1.707222,-0.202416,0.743081,1
31,21,2.225519,-0.034185,-0.573548,-0.173119,0.215733,-1.257112,1
31,22,6.468236,0.649622,3.13261,-1.038715,-0.412823,-1.787123,1
31,23,2.534591,-0.035065,-5.245285,-2.2905,0.255684,-0.793685,1
31,24,1.483989,0.85376,-0.723293,-2.117381,-0.077238,-0.87625,1
31,25,1.483989,0.85376,-0.723293,-2.117381,-0.077238,-0.87625,1
31,26,-3.280541,-0.646884,-0.195571,-3.64882,-0.018644,-0.093218,1
31,27,-3.655558,-0.042572,2.208723,0.117188,0.117188,0.047941,1
31,28,0.088316,-3.147405,-1.756628,0.567298,-0.109198,0.109198,1
31,29,-0.69801,0.043587,-0.637848,2.482263,-0.964141,0.314278,1
32,0,0.435511,-0.019499,1.015941,0.26101,-0.24503,-0.231713,0
32,1,0.609496,1.275711,0.346518,0.167792,0.545991,-0.785695,0
32,2,4.641851,-0.223794,5.134806,2.924383,1.512796,-2.064114,0
32,3,4.36128,-6.497782,-0.240768,1.789786,2.927047,-3.001621,0
32,4,4.36128,-6.497782,-0.240768,1.789786,2.927047,-3.001621,0
32,5,-4.725363,-3.836428,-5.913722,-0.02397,-0.769715,-2.900413,0
32,6,-9.361058,0.08777,-1.072156,-0.013317,-0.242367,-1.779133,0
32,7,-3.668728,0.015088,-3.335093,-0.599259,-0.098545,-0.274327,0
32,8,-3.668728,0.015088,-3.335093,-0.599259,-0.098545,-0.274327,0
32,9,3.02874,-4.65487,2.760932,-0.711121,-0.897557,0.870923,0
32,10,-6.141223,-3.099867,12.299295,-0.780368,-0.332922,0.639209,0
32,11,-5.192659,-11.150941,-2.479873,-4.631605,7.055274,4.330644,0
32,12,2.396202,14.947319,-13.754252,-7.23372,13.78029,6.810244,0
32,13,28.357407,-15.194183,-19.736694,31.283974,-18.411894,-5.872737,0
32,14,19.269554,14.381874,7.84813,0.604586,4.466476,5.989925,0
32,15,9.355526,6.764174,4.601151,-5.302775,-0.735091,4.258733,0
32,16,10.232719,4.3223,10.010012,-1.79245,-1.621994,2.330451,0
32,17,1.766251,-0.363153,6.884576,-0.641873,1.068012,1.118617,0
32,18,-6.27365,2.460567,-8.52796,-0.956151,1.278419,0.362219,0
32,19,10.836109,-9.237221,2.137779,-1.853707,-2.919056,-1.827074,0
32,20,0.738575,0.573149,5.276932,-1.001428,-0.343575,0.929517,0
32,21,0.609596,-9.00668,4.088136,0.729764,-0.830972,0.298298,0
32,22,4.551182,-2.039253,0.892021,0.087891,-0.290308,1.507469,0
32,23,2.777491,2.26583,-2.522705,0.388852,-0.157139,0.902883,0
32,24,0.513787,-0.655108,-5.889349,1.12128,-0.620566,-0.572625,0
32,25,1.534418,0.648943,-2.433257,0.631219,-0.905547,-0.65519,0
32,26,1.849203,0.135705,0.144723,0.005327,-0.239704,-0.577952,0
32,27,5.015096,0.009629,-0.042605,-0.279654,-0.122515,-1.025398,0
32,28,0.972216,0.105878,0.286219,0.274327,-0.444783,-1.536766,0
32,29,-2.145083,-0.933917,-2.4014,-2.152005,1.254448,-0.732428,0
33,0,0.325792,2.052402,-0.769863,-0.495387,-0.01598,-0.335585,3
33,1,1.375459,1.558218,0.681088,1.518122,0.471417,0.998765,3
33,2,1.375459,1.558218,0.681088,1.518122,0.471417,0.998765,3
33,3,1.583033,2.427564,-0.505745,2.082757,0.65519,0.284981,3
33,4,0.981371,1.385671,-0.105023,1.190528,-0.125179,0.02397,3
33,5,-1.247115,0.765868,1.365363,1.629984,-0.138495,-0.087891,3
33,6,1.08194,-1.964826,-0.206758,1.432895,-0.410159,-0.316941,3
33,7,2.261799,-2.531419,2.281087,1.419578,-0.348902,-0.271664,3
33,8,-0.692774,-0.792036,-2.731653,1.201181,0.44212,-0.68715,3
33,9,-2.287984,1.703744,-3.592732,0.604586,0.106535,-1.225151,3
33,10,-2.737949,-1.360813,-5.616775,-1.073339,-0.543328,-2.167985,3
33,11,-1.469097,-5.995109,-13.065023,-3.747365,-0.282318,-2.415679,3
33,12,10.413854,-14.174255,-23.889097,-8.312386,-0.170456,-2.24256,3
33,13,12.81719,-8.74351,-12.653704,-10.911838,-10.682787,-7.942177,3
33,14,25.206947,3.865615,-18.009922,19.26151,-12.624386,1.318369,3
33,15,26.354374,15.373464,-26.466743,-0.886903,-0.431466,6.34948,3
33,16,16.046473,1.106483,-3.360084,-3.430424,-1.912302,-0.511368,3
33,17,5.625343,-13.683413,-8.880242,-4.487783,-1.691242,-7.039294,3
33,18,0.801052,-12.087377,-11.16608,-5.800826,-0.165129,-6.629134,3
33,19,3.339537,-10.108814,-8.734734,-1.57139,0.910873,-4.05898,3
33,20,-0.734959,-6.637086,-9.943296,-5.42529,0.394179,-1.38229,3
33,21,1.322524,1.342095,-1.589523,-1.368974,0.045277,-1.35033,3
33,22,0.627481,-0.171584,1.605539,-2.436986,-0.370209,0.005327,3
33,23,0.187762,1.700382,-1.203206,0.700467,-0.071911,-0.234377,3
33,24,0.13062,3.659476,-0.508292,0.255684,0.018644,0.141159,3
33,25,-0.305248,3.652212,-0.420735,-0.46609,-0.053267,0.266337,3
33,26,-0.152843,3.673484,0.990453,0.338248,0.071911,-0.207743,3
33,27,-0.440926,2.900427,0.08395,0.242367,0.01598,-0.346238,3
33,28,-0.115899,2.712112,0.237451,0.010653,0.029297,-0.394179,3
33,29,-0.665626,2.761225,0.375465,0.090555,-0.005327,-0.19709,3
34,0,9.419676,-0.189163,-0.884601,-1.797777,-2.25854,-0.825646,1
34,1,-1.926556,-3.872902,-6.287261,-0.596595,0.119852,-0.583279,1
34,2,-9.211662,-4.760415,5.792819,-2.04547,0.367545,0.980121,1
34,3,-11.979903,-8.409759,13.427923,-0.673833,1.992203,1.789786,1
34,4,10.06613,-3.281893,-0.420773,0.918864,1.201181,0.359555,1
34,5,12.256639,-0.831036,-9.589841,0.034624,0.114525,-0.005327,1
34,6,11.844824,-5.673235,-4.551215,-3.15876,0.01598,1.483499,1
34,7,26.816833,13.596396,-16.790436,-3.566256,17.47705,5.262824,1
34,8,23.582443,-7.227995,-6.575884,2.215926,-14.792371,-32.48249,1
34,9,19.713572,9.806021,-4.280072,-6.397421,-0.522021,16.888445,1
34,10,12.290371,-20.127674,13.07222,-12.02779,-2.223916,-0.854943,1
34,11,-5.930312,-1.543678,9.000016,-3.566256,-1.065349,-1.616667,1
34,12,-10.010076,-2.377471,-0.459168,-0.133169,-1.278419,-0.958814,1
34,13,-10.010076,-2.377471,-0.459168,-0.133169,-1.278419,-0.958814,1
34,14,-4.288544,-4.91436,3.659595,2.644729,-1.150577,0.165129,1
34,15,11.832438,2.894121,-0.082757,2.247886,3.233334,1.376964,1
34,16,11.832438,2.894121,-0.082757,2.247886,3.233334,1.376964,1
34,17,-0.693903,7.12106,-4.491178,0.756398,1.864361,2.317134,1
34,18,-1.162072,5.324433,-4.917669,0.612576,1.321033,1.938935,1
34,19,8.542274,-9.11032,-1.331796,-1.59536,-0.657853,0.394179,1
34,20,2.01858,0.376491,-3.512998,0.993438,0.039951,0.495387,1
34,21,2.01858,0.376491,-3.512998,0.993438,0.039951,0.495387,1
34,22,0.923274,5.180102,-2.369965,-1.408924,-0.404833,1.09731,1
34,23,2.461882,-2.239886,-2.297451,-4.093604,-1.321033,1.403597,1
34,24,2.374978,-5.086393,-0.862697,-0.218397,-0.910873,-0.202416,1
34,25,-0.244883,-1.863106,1.947494,1.845717,0.106535,-0.455437,1
34,26,0.346628,-2.045318,-1.732159,2.668699,0.314278,0.410159,1
34,27,0.905341,-1.205862,-2.754201,2.96966,0.89223,0.410159,1
34,28,0.172338,-0.696398,-1.918589,1.901648,0.716447,0.319605,1
34,29,2.039853,-1.033305,-0.320502,0.700467,0.20508,0.042614,1
35,0,-2.21976,-0.511825,0.130447,-0.439456,0.071911,0.740418,2
35,1,-2.21976,-0.511825,0.130447,-0.439456,0.071911,0.740418,2
35,2,15.501925,17.611042,5.6708,7.366889,-9.654725,-7.870266,2
35,3,15.501925,17.611042,5.6708,7.366889,-9.654725,-7.870266,2
35,4,17.067528,11.91469,-24.753704,-8.738525,5.707607,-5.103022,2
35,5,8.006355,4.447762,-14.101101,-4.077623,3.712741,-1.217161,2
35,6,0.934061,5.299933,-12.28476,-1.496815,1.795113,-0.727101,2
35,7,2.578865,1.14363,-3.921794,0.756398,-1.419578,-1.150577,2
35,8,3.923494,-2.266326,-0.861542,1.494152,-2.106728,-0.972131,2
35,9,3.256032,-2.346325,-2.224363,3.61686,-2.982977,-0.407496,2
35,10,1.191579,-1.066119,0.456558,2.269193,-2.423669,0.45011,2
35,11,3.832917,1.014031,-3.272054,9.577488,-2.02949,1.789786,2
35,12,4.360831,2.023221,4.873693,4.285367,-0.093218,2.96167,2
