time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,cycle,class
210,28.0,0.0,6.25,1.92,9.5,0.87,16,1
211,28.0,0.0,8.5,1.12,10.0,0.82,16,1
212,28.0,0.0,8.0,1.41,9.5,0.5,16,1
213,28.0,0.0,5.25,0.43,9.25,0.43,16,1
214,26.5,1.12,11.5,2.06,9.75,0.83,16,1
215,23.75,0.43,10.5,1.12,11.5,0.87,16,1
216,26.0,1.22,12.0,0.0,10.25,0.83,16,1
217,27.0,0.0,11.5,0.87,10.75,0.83,16,1
218,27.0,0.0,10.25,1.3,10.0,0.71,16,1
219,27.0,0.0,12.0,0.0,10.0,0.82,16,1
220,27.0,0.0,11.5,0.5,10.0,1.0,16,1
221,27.0,0.0,11.25,0.83,11.33,0.94,16,1
222,27.0,0.0,10.25,0.83,9.67,0.47,16,1
223,25.75,1.3,11.25,0.83,9.0,0.71,16,1
224,25.0,1.58,10.5,1.5,7.5,2.69,16,1
225,27.25,0.43,7.0,1.87,4.5,2.69,16,1
226,27.0,0.0,11.0,1.22,6.0,2.45,16,1
227,27.0,0.0,9.0,0.0,0.0,0.0,16,1
228,27.0,0.0,11.33,0.94,7.0,0.0,16,1
229,27.5,0.5,8.0,2.74,7.25,1.48,16,1
230,26.25,1.48,10.5,1.5,5.5,4.5,16,1
231,25.0,1.22,9.5,1.5,9.75,0.83,16,1
232,27.0,0.0,9.75,0.83,10.0,0.71,16,1
233,27.0,0.0,11.5,0.87,10.5,0.5,16,1
234,27.0,0.0,9.25,0.43,9.5,0.87,16,1
235,26.75,0.43,9.0,0.82,10.0,0.82,16,1
236,27.0,0.0,10.33,1.25,10.25,0.83,16,1
237,25.67,1.25,10.5,0.87,10.67,1.25,16,1
238,24.0,0.0,9.67,0.94,10.67,0.94,16,1
239,26.25,1.3,8.75,2.59,5.5,0.5,16,1
240,27.0,0.0,6.25,1.3,3.67,0.47,16,1
241,26.25,0.83,9.5,1.12,6.0,0.0,16,1
242,24.75,0.83,8.67,0.47,8.75,1.79,16,1
243,26.5,0.87,10.25,0.83,10.75,0.43,16,1
244,27.5,0.5,6.25,3.42,6.5,2.06,16,1
245,27.0,0.0,3.0,2.16,1.33,0.47,16,1
246,27.0,0.0,6.25,0.43,2.0,0.0,16,1
247,27.25,0.43,6.5,0.5,2.0,0.0,16,1
248,27.0,0.0,5.33,0.94,1.33,0.47,16,1
249,27.25,0.43,4.0,2.16,4.0,2.16,16,1
250,25.0,1.22,5.75,1.92,5.75,0.83,16,1
251,26.25,1.48,6.25,1.09,4.75,0.83,16,1
252,28.33,0.47,3.0,1.0,5.33,0.94,16,1
253,27.75,0.43,1.75,0.43,6.0,0.71,16,1
254,28.0,0.0,0.0,0.0,4.33,0.94,16,1
255,27.67,0.47,1.0,0.0,1.33,0.47,16,1
256,25.0,1.22,6.25,1.09,4.0,0.0,16,1
257,25.75,1.09,5.75,1.64,4.0,1.63,16,1
258,27.0,0.0,4.5,1.5,4.0,0.0,16,1
259,27.0,0.0,3.33,2.05,0.0,0.0,16,1
260,27.0,0.0,6.0,0.71,0.0,0.0,16,1
261,27.0,0.0,3.33,1.25,1.0,0.0,16,1
262,27.0,0.0,7.0,2.0,7.67,0.94,16,1
263,25.25,1.3,6.33,1.25,5.67,0.47,16,1
264,25.5,1.12,5.0,1.0,3.2,1.33,16,1
265,27.75,0.43,0.0,0.0,4.75,0.83,16,1
266,27.0,0.0,3.67,2.05,4.33,0.94,16,1
267,27.0,0.0,6.0,0.71,4.0,0.71,16,1
268,27.75,0.43,2.0,1.0,5.0,0.71,16,1
269,27.0,0.71,1.0,0.0,4.0,0.71,16,1
270,24.0,0.0,5.67,0.47,3.0,1.0,16,1
271,25.75,1.3,6.75,1.48,5.5,1.12,16,1
272,27.0,0.0,5.0,2.94,6.25,0.43,16,1
273,27.0,0.0,5.0,2.0,4.75,0.43,16,1
274,27.0,0.0,6.0,0.0,2.0,1.41,16,1
275,27.0,0.0,3.0,2.0,5.0,0.82,16,1
276,27.0,0.0,5.0,0.0,4.33,1.25,16,1
277,26.5,0.87,5.5,1.12,6.0,0.71,16,1
278,24.75,1.3,3.33,1.25,3.67,2.05,16,1
279,27.5,0.5,1.0,0.0,6.25,0.43,16,1
280,27.25,0.43,4.0,1.63,6.25,0.43,16,1
281,27.5,0.5,4.67,0.47,6.5,0.5,16,1
282,27.75,0.43,1.0,0.0,7.75,1.3,16,1
283,26.5,0.87,4.67,2.05,5.5,1.12,16,1
284,24.5,0.87,3.33,1.25,7.5,2.06,16,1
285,26.5,0.87,7.0,2.45,9.0,0.71,16,1
286,27.0,0.0,2.67,0.47,5.0,0.71,16,1
287,27.0,0.0,6.0,1.22,4.25,0.83,16,1
288,27.0,0.0,6.0,0.82,3.67,0.94,16,1
289,27.0,0.0,2.0,0.0,2.67,1.25,16,1
290,26.67,0.47,6.67,0.94,6.0,0.0,16,1
291,24.0,0.0,4.5,1.12,4.67,0.47,16,1
292,27.5,0.5,2.5,0.5,6.5,0.5,16,1
293,28.0,0.0,0.0,0.0,5.75,0.83,16,1
294,27.75,0.43,0.0,0.0,6.25,0.43,16,1
295,27.25,0.43,1.5,0.5,5.5,0.87,16,1
296,26.67,0.47,6.0,0.0,3.5,1.5,16,1
297,24.25,0.43,3.5,1.8,4.0,0.82,16,1
298,27.0,0.0,3.33,0.47,6.0,0.82,16,1
299,27.0,0.0,0.0,0.0,2.0,0.82,16,1
300,27.0,0.0,1.67,0.94,0.0,0.0,16,1
301,27.0,0.0,0.0,0.0,0.0,0.0,16,1
302,27.0,0.0,5.0,0.0,3.33,1.89,16,1
303,26.0,1.22,3.0,0.71,5.25,1.09,16,1
304,24.5,0.87,3.75,1.3,3.0,1.63,16,1
305,27.0,0.82,1.0,0.0,5.5,0.5,16,1
306,28.0,0.0,1.0,0.0,5.0,2.31,16,1
307,28.0,0.0,0.0,0.0,5.67,0.47,16,1
308,27.67,0.47,2.0,0.0,2.5,1.5,16,1
309,26.25,0.83,7.5,1.5,8.0,0.0,16,1
310,24.5,0.5,5.67,0.47,8.75,0.43,16,1
311,27.0,0.0,8.25,1.3,8.25,1.48,16,1
312,27.25,0.43,3.0,2.0,9.0,0.0,16,1
313,27.0,0.0,1.0,0.0,8.5,0.5,16,1
314,27.0,0.0,1.0,0.0,9.0,0.71,16,1
315,27.0,0.0,5.67,1.25,10.5,1.12,16,1
316,26.75,0.43,7.25,1.79,11.75,0.43,16,1
317,25.0,0.71,6.25,1.64,10.75,1.64,16,1
318,27.0,0.71,6.67,2.05,3.5,2.5,16,1
319,28.5,0.5,2.5,1.5,7.75,1.48,16,1
320,28.0,0.0,4.0,0.0,8.33,0.94,16,1
321,27.75,0.43,1.0,0.0,5.5,0.5,16,1
322,26.25,0.83,5.67,3.3,5.33,0.47,16,1
323,24.67,0.47,3.5,1.66,9.33,0.47,16,1
324,27.0,0.0,7.5,1.12,8.75,1.09,16,1
325,27.0,0.0,4.0,0.0,7.0,0.82,16,1
326,27.0,0.0,3.5,0.5,3.0,1.0,16,1
327,27.5,0.5,3.25,0.43,1.0,0.0,16,1
328,27.0,0.0,5.0,0.0,1.5,0.5,16,1
329,27.0,0.0,2.0,0.0,3.5,2.5,16,1
330,26.5,0.87,4.0,1.0,5.33,0.47,16,1
331,24.67,0.47,3.5,0.5,3.67,1.25,16,1
332,27.67,0.47,1.0,0.0,5.0,0.71,16,1
333,27.33,0.47,4.0,1.0,6.33,0.47,16,1
334,27.0,0.0,4.25,0.83,4.8,0.4,16,1
335,27.67,0.47,1.0,0.0,4.67,0.94,16,1
336,26.5,0.87,2.67,1.25,2.75,0.83,16,1
337,24.75,0.43,2.5,0.5,3.0,0.82,16,1
338,27.0,0.0,2.67,0.94,4.75,0.83,16,1
339,27.5,0.87,0.0,0.0,1.0,0.0,16,1
340,29.75,0.43,3.5,1.66,0.0,0.0,16,1
341,29.25,0.83,5.5,0.5,0.0,0.0,16,1
342,28.0,0.0,4.5,1.8,4.33,1.89,16,1
343,27.75,0.43,11.0,1.58,7.5,0.87,16,1
344,27.0,0.71,10.5,1.66,8.25,0.83,16,1
345,25.0,0.71,7.25,0.83,5.0,2.55,16,1
346,26.25,0.83,7.33,1.25,6.33,0.94,16,1
347,29.0,1.22,2.5,0.5,7.25,1.09,16,1
348,30.0,0.0,2.5,0.5,7.25,0.83,16,1
349,29.75,0.43,5.33,0.47,4.25,1.09,16,1
350,27.25,0.43,1.67,0.94,3.0,1.0,16,1
351,27.33,0.47,1.0,0.0,2.0,0.0,16,1
352,29.75,0.43,1.5,0.5,2.33,1.25,16,1
353,29.0,0.0,1.0,0.0,0.0,0.0,16,1
354,29.5,0.5,0.0,0.0,0.0,0.0,16,1
355,29.5,0.5,0.0,0.0,0.0,0.0,16,1
356,29.0,0.0,2.0,1.0,0.0,0.0,16,1
357,29.75,0.43,2.5,0.5,4.0,0.0,16,1
358,27.25,0.43,0.0,0.0,2.67,1.25,16,1
359,28.5,1.12,5.0,0.0,5.5,0.5,16,1
360,29.75,0.43,5.0,0.0,6.0,0.82,16,1
361,29.0,0.0,3.67,1.89,4.5,1.8,16,1
362,29.25,0.43,4.67,0.47,3.0,1.0,16,1
363,29.67,0.47,1.0,0.0,6.33,0.47,16,1
364,29.25,0.83,5.0,0.82,5.0,0.71,16,1
365,27.0,0.0,2.0,0.0,2.5,0.5,16,1
366,28.0,0.82,0.0,0.0,3.0,0.82,16,1
367,30.0,0.0,3.0,0.0,3.0,0.0,16,1
368,29.5,0.5,2.0,0.0,0.0,0.0,16,1
369,29.25,0.43,0.0,0.0,0.0,0.0,16,1
370,29.5,0.5,0.0,0.0,0.0,0.0,16,1
371,29.75,0.43,1.0,0.0,0.0,0.0,16,1
372,28.75,1.09,1.5,0.5,3.0,1.0,16,1
373,27.25,0.43,2.0,0.0,3.67,1.25,16,1
374,29.75,0.43,4.0,0.0,0.0,0.0,16,1
375,29.67,0.47,3.0,0.0,5.33,0.47,16,1
376,28.5,0.5,5.25,0.43,2.5,1.5,16,1
377,29.67,0.47,4.0,1.0,4.67,0.94,16,1
378,29.75,0.43,3.67,1.25,4.5,0.5,16,1
379,27.5,0.5,2.0,0.0,3.0,0.0,16,1
380,28.0,1.0,3.0,0.0,3.67,1.25,16,1
381,30.0,0.0,2.0,0.0,2.67,1.25,16,1
382,29.75,0.43,1.0,0.0,0.0,0.0,16,1
383,30.0,0.0,0.0,0.0,1.5,0.5,16,1
384,29.75,0.43,0.0,0.0,1.0,0.0,16,1
385,29.0,0.0,0.0,0.0,0.0,0.0,16,1
386,29.75,0.43,4.0,0.0,4.5,0.5,16,1
387,27.25,0.43,0.0,0.0,2.67,0.47,16,1
388,28.67,1.25,3.0,2.0,4.5,0.5,16,1
389,30.0,0.0,6.0,1.63,5.5,0.5,16,1
390,29.33,0.47,1.0,0.0,7.0,0.82,16,1
391,29.75,0.43,3.0,1.22,6.67,0.47,16,1
392,30.0,0.0,5.5,0.5,5.5,0.5,16,1
393,28.67,0.47,3.0,0.0,4.25,1.09,16,1
394,27.0,0.0,0.0,0.0,2.33,1.89,16,1
395,28.0,0.71,6.0,0.0,5.0,1.0,16,1
396,30.0,0.0,3.67,1.7,3.0,1.58,16,1
397,29.75,0.43,3.0,0.0,0.0,0.0,16,1
398,30.0,0.0,0.0,0.0,0.0,0.0,16,1
399,30.0,0.0,0.0,0.0,1.0,0.0,16,1
400,29.33,0.47,0.0,0.0,0.0,0.0,16,1
401,29.5,0.5,4.67,1.25,0.0,0.0,16,1
402,29.0,0.82,3.67,0.47,3.33,0.47,16,1
403,27.0,0.0,2.0,0.0,2.0,0.0,16,1
404,28.75,0.83,6.0,1.0,5.33,1.7,16,1
405,29.75,0.43,5.75,1.92,7.2,0.75,16,1
406,29.5,0.5,1.0,0.0,6.75,0.83,16,1
407,30.0,0.0,5.0,2.24,6.75,0.43,16,1
408,29.0,0.71,8.0,0.0,5.5,1.12,16,1
409,27.75,0.43,1.0,0.0,5.75,2.95,16,1
410,28.5,1.12,6.75,2.49,9.5,1.5,16,1
411,30.0,0.0,4.5,1.8,11.0,0.0,16,1
412,30.0,0.0,7.0,2.16,11.0,0.82,16,1
413,30.0,0.0,10.25,1.48,12.0,0.71,16,1
414,30.0,0.0,12.0,1.41,14.67,0.47,16,1
415,30.0,0.0,10.0,0.82,13.0,1.22,16,1
416,30.0,0.0,12.25,0.43,15.0,0.71,16,1
417,28.5,0.5,9.75,1.48,17.0,1.22,16,1
418,30.0,0.0,11.67,1.25,15.0,0.71,16,1
419,30.0,0.0,10.5,0.87,15.75,0.83,16,1
420,30.0,0.0,12.5,0.87,16.5,1.12,16,1
421,30.0,0.0,10.75,0.83,15.5,1.12,16,1
422,29.75,0.43,9.25,1.92,14.5,0.5,16,1
423,29.5,0.5,11.5,0.87,13.0,0.71,16,1
424,29.75,0.43,11.25,0.43,12.5,0.5,16,1
425,30.0,0.0,10.5,1.5,12.67,0.94,16,1
426,29.75,0.43,11.67,0.47,12.0,0.0,16,1
427,28.25,1.09,9.5,5.02,15.5,0.5,16,1
428,26.75,0.43,6.5,4.61,15.0,0.71,16,1
429,28.33,0.94,10.75,1.3,14.0,2.16,16,1
430,28.75,0.43,12.25,0.43,16.5,1.12,16,1
431,29.0,0.71,12.75,0.83,16.0,1.0,16,1
432,28.33,0.47,11.67,0.47,16.5,0.87,16,1
433,28.75,0.43,8.0,1.41,15.75,1.48,16,1
434,28.75,0.83,7.75,2.17,13.0,1.0,16,1
435,29.75,0.43,8.33,2.49,13.5,0.87,16,1
436,28.5,1.12,6.0,3.24,11.75,0.43,16,1
437,30.0,0.0,6.0,2.16,10.25,1.3,16,1
438,29.75,0.43,11.25,1.92,11.75,0.43,16,1
439,28.75,0.43,12.0,0.0,9.33,0.47,16,1
440,28.25,0.43,13.0,1.0,9.0,0.71,16,1
441,27.5,0.87,12.75,0.83,9.5,0.87,16,1
442,29.67,0.47,9.0,0.71,8.67,2.05,16,1
443,29.67,0.47,12.0,0.0,8.33,3.3,16,1
444,29.25,0.83,12.0,0.0,10.5,0.5,16,1
445,29.67,0.47,10.67,1.25,9.25,0.43,16,1
446,29.25,0.43,11.5,0.5,11.0,1.22,16,1
447,29.5,0.5,12.0,0.0,12.0,0.0,16,1
448,29.25,0.43,11.25,0.83,10.5,0.5,16,1
449,29.5,0.5,11.0,1.0,10.5,0.5,16,1
450,28.75,0.83,11.25,1.3,11.5,0.87,16,1
451,29.0,0.71,10.75,1.3,10.5,1.12,16,1
452,29.75,0.43,5.0,1.41,10.75,1.09,16,1
453,27.5,0.87,8.0,1.0,11.5,0.5,16,1
454,27.5,0.5,9.25,0.43,10.0,1.0,16,1
455,27.25,0.43,9.0,0.0,11.25,0.83,16,1
456,28.75,0.83,6.67,1.7,11.67,0.47,16,1
457,29.25,0.43,3.67,0.94,10.0,0.71,16,1
458,28.0,0.71,8.5,1.5,10.25,1.3,16,1
459,29.0,0.71,9.0,1.58,11.25,0.43,16,1
460,29.75,0.43,5.0,0.82,10.0,0.82,16,1
461,29.0,0.0,8.5,0.5,10.67,1.25,16,1
462,28.75,0.43,8.25,1.3,10.75,0.83,16,1
463,29.5,0.5,6.0,1.41,10.25,0.43,16,1
464,29.33,0.94,9.67,0.94,11.0,1.22,16,1
465,28.33,0.47,8.33,0.94,10.0,1.87,16,1
466,30.0,0.0,5.0,2.35,7.75,1.92,16,1
467,29.0,0.71,3.75,1.48,11.75,0.43,16,1
468,28.0,0.71,7.75,0.43,10.25,0.83,16,1
469,28.0,0.0,5.75,1.09,9.75,0.83,16,1
470,28.75,0.43,2.75,0.43,10.25,0.43,16,1
471,29.5,0.5,0.0,0.0,6.5,1.5,16,1
472,29.0,0.0,3.33,2.05,5.25,1.48,16,1
473,29.5,0.5,6.67,0.47,8.75,1.09,16,1
474,29.25,0.43,4.0,0.82,10.25,0.83,16,1
475,29.25,0.43,3.75,0.43,11.0,0.71,16,1
476,29.25,0.43,4.0,0.0,10.5,0.5,16,1
477,29.25,0.43,4.0,0.0,10.25,0.83,16,1
478,29.5,0.5,2.33,0.94,9.67,0.94,16,1
1,48.0,0.0,6.25,0.43,2.0,0.71,17,1
2,48.0,0.0,6.0,0.0,1.67,0.94,17,1
3,48.0,0.0,6.0,0.0,2.0,1.0,17,1
4,48.0,0.0,5.25,0.43,2.67,0.94,17,1
5,48.0,0.0,5.5,0.5,2.0,0.82,17,1
6,48.0,0.0,6.25,0.43,1.33,0.47,17,1
7,48.0,0.0,6.33,0.47,1.0,0.0,17,1
8,48.0,0.0,6.25,0.43,1.5,0.5,17,1
9,48.0,0.0,6.0,0.0,2.0,0.82,17,1
10,48.0,0.0,6.0,0.0,1.5,0.5,17,1
11,48.0,0.0,6.0,0.0,1.67,0.94,17,1
12,48.0,0.0,6.0,0.0,2.0,0.82,17,1
13,48.0,0.0,5.67,0.47,2.0,1.0,17,1
14,48.0,0.0,5.0,0.0,1.75,0.83,17,1
15,48.0,0.0,5.25,0.43,2.67,0.94,17,1
16,48.0,0.0,5.0,0.0,1.75,0.83,17,1
17,48.0,0.0,5.0,0.0,2.25,0.83,17,1
18,48.0,0.0,5.0,0.0,2.0,0.82,17,1
19,48.0,0.0,5.25,0.43,2.0,0.71,17,1
20,48.0,0.0,6.0,0.0,1.25,0.43,17,1
21,48.0,0.0,6.0,0.0,1.75,0.83,17,1
22,48.0,0.0,6.0,0.0,1.5,0.5,17,1
23,48.0,0.0,6.0,0.0,2.0,0.82,17,1
24,48.0,0.0,6.0,0.0,1.0,0.0,17,1
25,48.0,0.0,6.0,0.0,1.33,0.47,17,1
26,48.0,0.0,5.67,0.47,1.0,0.0,17,1
27,48.0,0.0,5.75,0.43,1.0,0.0,17,1
28,48.0,0.0,5.75,0.43,1.5,0.5,17,1
29,48.0,0.0,5.75,0.43,1.33,0.47,17,1
30,48.0,0.0,5.5,0.5,2.5,0.5,17,1
31,48.0,0.0,5.75,0.43,2.0,0.82,17,1
32,48.0,0.0,5.67,0.47,1.5,0.5,17,1
33,48.0,0.0,5.75,0.43,2.5,0.5,17,1
34,48.0,0.0,6.25,0.43,1.0,0.0,17,1
35,48.0,0.0,6.25,0.43,2.0,0.0,17,1
36,48.0,0.0,6.0,0.0,2.67,1.25,17,1
37,48.0,0.0,6.75,0.43,4.33,0.47,17,1
38,48.0,0.0,7.0,0.0,4.25,0.83,17,1
39,48.0,0.0,6.5,0.5,3.0,0.71,17,1
40,48.0,0.0,6.25,0.43,2.0,0.0,17,1
41,48.0,0.0,5.67,0.47,1.0,0.0,17,1
42,48.0,0.0,6.33,0.47,4.0,0.82,17,1
43,48.0,0.0,6.5,0.5,3.5,1.8,17,1
44,48.0,0.0,6.5,0.5,2.0,0.0,17,1
45,48.0,0.0,8.25,0.43,1.5,0.5,17,1
46,48.0,0.0,8.5,0.5,1.0,0.0,17,1
47,48.0,0.0,7.0,0.0,1.25,0.43,17,1
48,48.0,0.0,7.0,0.0,2.0,0.0,17,1
49,48.0,0.0,6.5,0.5,3.67,0.47,17,1
50,48.0,0.0,5.75,0.43,4.5,1.12,17,1
51,48.0,0.0,5.5,0.5,3.75,0.43,17,1
52,48.0,0.0,6.0,0.0,4.0,0.82,17,1
53,48.0,0.0,5.75,0.43,4.0,1.22,17,1
54,48.0,0.0,6.0,0.0,4.0,0.82,17,1
55,48.0,0.0,6.0,0.0,3.33,0.47,17,1
56,48.0,0.0,6.25,0.43,2.75,0.43,17,1
57,48.0,0.0,6.25,0.43,3.0,0.0,17,1
58,48.0,0.0,5.33,0.47,2.25,0.83,17,1
59,48.0,0.0,6.5,0.5,2.5,0.5,17,1
60,48.0,0.0,6.5,0.5,3.0,1.41,17,1
61,48.0,0.0,6.5,0.5,4.75,0.83,17,1
62,48.0,0.0,6.0,0.0,5.25,0.83,17,1
63,48.0,0.0,6.0,0.0,4.25,1.3,17,1
64,48.0,0.0,6.0,0.0,4.0,1.0,17,1
65,48.0,0.0,6.5,0.5,4.0,0.0,17,1
66,48.0,0.0,6.75,0.43,4.5,0.87,17,1
67,48.0,0.0,7.0,0.0,4.25,0.83,17,1
68,48.0,0.0,6.75,0.43,4.25,0.83,17,1
69,48.0,0.0,6.5,0.5,4.33,0.94,17,1
70,48.0,0.0,6.5,0.5,4.0,0.0,17,1
71,48.0,0.0,6.25,0.43,4.0,1.22,17,1
72,48.0,0.0,6.25,0.43,4.25,0.83,17,1
73,48.0,0.0,6.0,0.0,4.5,1.12,17,1
74,48.0,0.0,5.75,0.43,4.75,0.43,17,1
75,48.0,0.0,6.0,0.0,4.0,1.0,17,1
76,48.0,0.0,6.0,0.0,4.5,1.12,17,1
77,48.0,0.0,6.0,0.0,3.33,0.47,17,1
78,48.0,0.0,6.0,0.71,4.5,1.12,17,1
79,48.0,0.0,6.25,0.43,3.5,0.5,17,1
80,48.0,0.0,6.0,0.0,4.0,0.0,17,1
81,48.0,0.0,6.8,0.4,3.5,0.5,17,1
82,48.0,0.0,6.33,0.47,3.5,0.5,17,1
83,48.0,0.0,6.25,0.43,4.0,1.22,17,1
84,48.0,0.0,6.0,0.0,4.0,1.22,17,1
85,48.0,0.0,6.25,0.43,4.33,1.25,17,1
86,48.0,0.0,6.0,0.0,4.0,0.71,17,1
87,48.0,0.0,6.0,0.0,4.0,0.71,17,1
88,48.0,0.0,6.0,0.0,3.0,0.82,17,1
89,48.0,0.0,5.33,0.47,2.67,0.47,17,1
90,48.0,0.0,5.0,0.0,2.25,1.3,17,1
91,48.0,0.0,5.0,0.0,3.75,1.3,17,1
92,48.0,0.0,4.75,0.43,3.67,0.47,17,1
93,48.0,0.0,5.0,0.0,5.0,0.0,17,1
94,48.0,0.0,5.0,0.0,4.25,1.09,17,1
95,48.0,0.0,6.0,0.0,5.67,1.25,17,1
96,48.0,0.0,6.0,0.0,5.25,0.43,17,1
97,48.0,0.0,7.0,0.0,4.33,0.94,17,1
98,48.0,0.0,7.0,0.0,5.33,0.94,17,1
99,48.0,0.0,7.0,0.0,4.5,0.5,17,1
100,48.0,0.0,7.0,0.0,6.0,0.0,17,1
101,48.0,0.0,8.0,0.63,5.0,0.89,17,1
102,48.0,0.0,8.25,0.83,3.33,0.47,17,1
103,48.0,0.0,9.25,0.43,1.75,0.43,17,1
104,48.0,0.0,8.67,0.47,2.0,1.0,17,1
105,48.0,0.0,6.25,0.43,1.75,0.83,17,1
106,48.0,0.0,5.25,0.43,3.75,0.83,17,1
107,48.0,0.0,3.75,0.83,5.0,1.22,17,1
108,48.0,0.0,3.0,0.0,5.67,0.47,17,1
109,48.0,0.0,3.25,0.43,5.33,0.47,17,1
110,48.0,0.0,2.25,0.43,5.67,0.47,17,1
111,48.0,0.0,2.0,0.0,5.33,0.47,17,1
112,48.0,0.0,1.67,0.47,5.33,0.47,17,1
113,48.0,0.0,1.5,0.5,5.0,1.0,17,1
114,48.0,0.0,1.75,0.43,6.5,0.5,17,1
115,48.0,0.0,1.0,0.0,6.67,0.47,17,1
116,48.0,0.0,1.33,0.47,5.75,0.43,17,1
117,48.0,0.0,2.0,0.0,4.5,1.12,17,1
118,48.0,0.0,2.75,0.43,5.75,0.43,17,1
119,48.0,0.0,2.5,0.5,6.5,1.12,17,1
120,48.0,0.0,1.75,0.83,5.33,0.94,17,1
121,48.0,0.0,3.75,0.43,5.25,0.83,17,1
122,48.0,0.0,3.33,0.47,5.0,0.82,17,1
123,48.0,0.0,4.5,0.5,5.0,0.71,17,1
124,48.0,0.0,5.5,0.5,5.67,0.47,17,1
125,48.0,0.0,5.75,0.43,5.25,0.83,17,1
126,48.0,0.0,5.75,0.43,5.67,1.25,17,1
127,48.0,0.0,5.75,0.43,4.75,0.43,17,1
128,48.0,0.0,5.75,0.43,5.33,0.94,17,1
129,48.0,0.0,5.67,0.47,5.5,0.5,17,1
130,48.0,0.0,5.75,0.43,5.5,0.5,17,1
131,48.0,0.0,5.75,0.43,5.25,0.43,17,1
132,48.0,0.0,5.75,0.43,5.5,0.5,17,1
133,48.0,0.0,6.0,0.0,5.25,0.43,17,1
134,48.0,0.0,6.0,0.0,5.25,0.83,17,1
135,48.0,0.0,7.0,0.71,5.25,0.83,17,1
136,48.0,0.0,6.5,0.5,3.75,1.48,17,1
137,48.0,0.0,5.5,0.5,5.5,1.12,17,1
138,48.0,0.0,6.33,0.47,4.67,0.47,17,1
139,48.0,0.0,7.67,0.47,3.33,0.47,17,1
140,48.0,0.0,6.0,2.16,4.33,1.25,17,1
141,48.0,0.0,5.33,2.05,7.33,0.47,17,1
142,48.0,0.0,5.25,2.86,3.5,1.12,17,1
143,48.0,0.0,3.0,0.0,4.67,1.25,17,1
144,48.0,0.0,3.0,0.0,4.5,0.5,17,1
145,48.0,0.0,2.0,0.82,3.67,1.7,17,1
146,48.0,0.0,4.0,1.87,4.0,1.41,17,1
147,48.0,0.0,5.75,1.09,2.5,1.12,17,1
148,48.0,0.0,6.0,0.0,2.5,0.5,17,1
149,48.0,0.0,5.67,0.47,1.67,0.47,17,1
150,48.0,0.0,3.0,0.0,2.33,0.94,17,1
151,48.0,0.0,3.5,1.66,3.5,0.5,17,1
152,48.0,0.0,4.25,1.3,4.5,0.5,17,1
153,48.0,0.0,5.5,1.8,4.25,1.3,17,1
154,48.0,0.0,7.67,0.47,5.0,0.0,17,1
155,48.0,0.0,6.75,1.48,5.0,0.0,17,1
156,48.0,0.0,8.25,1.3,8.75,2.28,17,1
157,48.0,0.0,3.75,0.83,10.25,0.83,17,1
158,48.0,0.0,3.33,0.47,10.0,0.0,17,1
159,48.0,0.0,5.0,0.71,9.5,0.5,17,1
160,48.0,0.0,9.25,0.83,9.0,0.0,17,1
161,48.0,0.0,11.25,0.43,9.75,0.83,17,1
162,48.0,0.0,11.75,0.43,11.0,1.0,17,1
163,48.0,0.0,12.0,0.0,11.67,0.47,17,1
164,48.0,0.0,12.0,0.0,12.0,0.0,17,1
165,48.0,0.0,13.0,1.22,10.25,1.09,17,1
166,48.0,0.0,11.5,0.5,11.33,0.94,17,1
167,48.0,0.0,11.75,0.43,12.0,0.0,17,1
168,48.0,0.0,13.0,0.0,12.0,0.0,17,1
169,48.0,0.0,13.0,0.82,11.5,0.87,17,1
170,48.0,0.0,11.0,0.71,9.25,1.09,17,1
171,48.0,0.0,10.75,0.83,8.5,0.5,17,1
172,48.0,0.0,11.5,0.5,8.0,0.71,17,1
173,48.0,0.0,10.25,0.43,6.75,0.83,17,1
174,48.0,0.0,11.0,0.71,6.5,0.5,17,1
175,48.0,0.0,10.5,0.5,7.0,1.0,17,1
176,48.0,0.0,10.0,0.0,7.0,0.82,17,1
177,48.0,0.0,9.5,0.5,7.5,1.12,17,1
178,48.0,0.0,8.25,0.83,6.75,0.83,17,1
179,48.0,0.0,7.25,0.43,6.5,0.87,17,1
180,48.0,0.0,8.0,0.0,8.5,0.5,17,1
181,48.0,0.0,7.0,0.0,8.33,0.47,17,1
182,48.0,0.0,7.0,0.0,7.0,0.82,17,1
183,48.0,0.0,7.0,0.0,7.5,0.5,17,1
184,48.0,0.0,6.5,0.5,8.0,1.0,17,1
185,48.0,0.0,7.0,0.82,7.5,0.5,17,1
186,48.0,0.0,6.25,0.43,8.25,0.43,17,1
187,48.0,0.0,6.75,0.43,9.0,0.0,17,1
188,48.0,0.0,6.5,0.5,8.5,0.5,17,1
189,48.0,0.0,6.25,0.43,8.5,0.5,17,1
190,48.0,0.0,6.0,0.71,8.5,0.5,17,1
191,48.0,0.0,5.0,0.0,8.75,0.43,17,1
192,48.0,0.0,5.67,0.47,8.67,0.47,17,1
193,48.0,0.0,5.25,0.43,8.67,0.47,17,1
194,48.0,0.0,4.0,0.71,8.75,0.43,17,1
195,48.0,0.0,4.33,0.47,9.0,0.0,17,1
196,48.0,0.0,5.75,0.43,8.75,0.83,17,1
